"","car_name","brand","model","kilometers_driven","transmision","fuel","color","engine_capacity","Precio"
"1891","Used Fiat Tipo Hatchback 1.6L Full Option 2020","fiat",2020,"26,000 KM","Automatic","Petrol","Black","1600",310000
"1892","New Fiat 500 1984","fiat",1984,"0 KM","Manual","Petrol","White","1500",15000
"1893","Used Fiat Qubo 1.4L Top 2016","fiat",2016,"250,000 KM","Manual","Petrol","Green","1400",135000
"1894","Used Fiat Tipo Sedan 1.4L Full Option 2004","fiat",2004,"1,900,000 KM","Manual","Petrol","Blue","1400",55000
"1895","New Toyota Hilux 2023","fiat",2023,"0 KM","Manual","Diesel","White","2400",995000
"1896","Used Fiat Punto 2003","fiat",2003,"250,000 KM","Manual","Petrol","Green","42",65000
"1897","Used Fiat Tipo Sedan 1.6L 2020","fiat",2020,"15,700 KM","Automatic","Petrol","Blue","1600",245000
"1898","Used Fiat Punto 1.4L Standard 1995","fiat",1995,"300,000 KM","Manual","Petrol","Red","1300",47000
"1899","Used Fiat Fullback 1982","fiat",1982,"95,000 KM","Manual","Petrol","Red","1083",226000
"1900","Used Fiat Punto 1.4L Standard 2018","fiat",2018,"31,550 KM","Manual","Petrol","Blue","1400",175000
"1901","Used Fiat Doblo 1.4L Standard 2017","fiat",2017,"100,000 KM","Manual","Petrol","Silver","1400",230000
"1902","Used Fiat Doblo 1.4L Standard 2017","fiat",2017,"100,000 KM","Manual","Petrol","Silver","1400",230000
"1903","Used Fiat 500 2003","fiat",2003,"155,000 KM","Manual","Petrol","Gold","1600",75000
"1904","Used Fiat Punto 1.4L Standard 2011","fiat",2011,"13,000 KM","Manual","Petrol","Black","1400",90000
"1905","Used Fiat 500 Abarth 1979","fiat",1979,"100 KM","Manual","Petrol","Red","N/A",75000
"1906","Used Fiat 500X 1.4L Lounge 2019","fiat",2019,"40,000 KM","Automatic","Petrol","Blue","1368",355000
"1907","Used Fiat Punto 1.3L Punto 1.3L 2012","fiat",2012,"116,000 KM","Manual","Petrol","Other","1300",100000
"1908","New Toyota Hilux 2023","fiat",2023,"0 KM","Manual","Diesel","White","2400",995000
"1909","Used Fiat Tipo Sedan 1996","fiat",1996,"85,000 KM","Manual","Petrol","Red","1600",55000
"1910","Used Fiat Tipo Hatchback 1983","fiat",1983,"10,000 KM","Manual","Petrol","White","N/A",14000
"1911","Used Fiat Punto 2010","fiat",2010,"100,000 KM","Manual","Petrol","Black","1600",150000
"1912","Used BMW X4 M 3.0T Competition 2018","bmw",2018,"162,000 KM","Automatic","Petrol","Black","2979",2300000
"1913","Used BMW 3 Series 318i 2018","bmw",2018,"60,000 KM","Automatic","Petrol","Black","1500",1550000
"1914","Used BMW X4 xDrive 30i M Sport 2018","bmw",2018,"114,000 KM","Automatic","Petrol","Silver","1997",2550000
"1915","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"1916","Used BMW 3 Series Sedan 316i 2010","bmw",2010,"300,000 KM","Automatic","Petrol","Black","1600",430000
"1917","Used BMW 3 Series 320i 2013","bmw",2013,"170,000 KM","Automatic","Petrol","Black","1997",1020000
"1918","Used BMW X3 xDrive 30i (Full Option) 2015","bmw",2015,"103,000 KM","Automatic","Petrol","Black","1998",1780000
"1919","Used BMW 325i 2010","bmw",2010,"150,000 KM","Automatic","Petrol","Silver","N/A",685000
"1920","Used BMW 3 Series 318i 1980","bmw",1980,"100,000 KM","Manual","Petrol","Yellow","0",80000
"1921","New BMW X5 40i xDrive 2023","bmw",2023,"0 KM","Automatic","Petrol","Black","2998",5600000
"1922","Used BMW 325i 2014","bmw",2014,"185,000 KM","Automatic","Petrol","Gray","N/A",1120000
"1923","Used BMW X6 4.4 V8 2017","bmw",2017,"145,000 KM","Automatic","Petrol","White","4300",3200000
"1924","Used BMW X3 2008","bmw",2008,"192,000 KM","Automatic","Petrol","Other","3000",640000
"1925","Used BMW 5 Series 520i Luxury Line 2019","bmw",2019,"42,600 KM","Automatic","Petrol","Silver","1998",2550000
"1926","Used BMW X5 xDrive 40d 2020","bmw",2020,"55,000 KM","Automatic","Petrol","Blue","4000",4100000
"1927","Used BMW X3 2016","bmw",2016,"140,000 KM","Automatic","Petrol","Black","3000",1470000
"1928","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"1929","Used BMW 525i 2008","bmw",2008,"200,000 KM","Automatic","Petrol","Silver","N/A",700000
"1930","Used BMW 3 Series 316i 2014","bmw",2014,"220,000 KM","Automatic","Petrol","Black","1600",800000
"1931","Used BMW X3 2008","bmw",2008,"190,000 KM","Automatic","Petrol","Black","3000",700000
"1932","Used BMW X5 2020","bmw",2020,"55,000 KM","Automatic","Petrol","Gray","N/A",4100000
"1933","Used BMW 3 Series 320i 2021","bmw",2021,"47,000 KM","Automatic","Petrol","Blue","2000",2450000
"1934","Used BMW 5 Series Sedan 2001","bmw",2001,"70,000 KM","Automatic","Petrol","Black","2500",320000
"1935","Used BMW 3 Series Sedan 318i 2018","bmw",2018,"117,000 KM","Automatic","Petrol","Gray","1500",1350000
"1936","Used BMW 745Li 2008","bmw",2008,"160,000 KM","Automatic","Petrol","Black","1600",520000
"1937","Used BMW 3 Series 2003","bmw",2003,"200,000 KM","CVT","Petrol","Black","2000",350000
"1938","Used BMW 5 Series Sedan M5 2001","bmw",2001,"159,000 KM","Automatic","Petrol","Black","2500",320000
"1939","Used BMW i8 2020","bmw",2020,"56,000 KM","Automatic","Petrol","Blue","N/A",1250000
"1940","Used BMW 3 Series Sedan 2017","bmw",2017,"200,000 KM","Automatic","Petrol","Black","1499",750000
"1941","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"1942","Used BMW X3 2015","bmw",2015,"100,000 KM","Automatic","Petrol","Gray","2000",950000
"1943","Used BMW X5 xDrive 35i 2009","bmw",2009,"179,000 KM","Automatic","Petrol","Black","3500",1200000
"1944","Used BMW 745Li 2008","bmw",2008,"150,000 KM","Automatic","Petrol","Black","N/A",520000
"1945","Used BMW 745Li 2008","bmw",2008,"150,000 KM","Automatic","Petrol","Black","3000",550000
"1946","Used BMW 3 Series Sedan 2019","bmw",2019,"150,000 KM","Automatic","Petrol","Gray","1500",1000000
"1947","Used BMW 525i 2002","bmw",2002,"300,000 KM","Automatic","Petrol","Gray","3000",270000
"1948","Used BMW X3 M 3.0T Competition 2010","bmw",2010,"350,000 KM","Automatic","Petrol","Silver","3000",475000
"1949","Used BMW X3 xDrive 20i 2012","bmw",2012,"200,000 KM","CVT","Petrol","Black","2000",720000
"1950","Used BMW X1 sDrive20i 2017","bmw",2017,"140,000 KM","Automatic","Petrol","Silver","1500",750000
"1951","Used BMW X3 2016","bmw",2016,"170,000 KM","Automatic","Petrol","Black","2000",950000
"1952","Used BMW 5 Series 520i 2005","bmw",2005,"278,000 KM","Automatic","Petrol","Black","2200",345000
"1953","Used BMW 7 Series 740Li 2010","bmw",2010,"100,000 KM","Automatic","Petrol","Black","3000",650000
"1954","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"1955","Used BMW 7 Series 740Li 2017","bmw",2017,"50,000 KM","Automatic","Petrol","Black","2998",1800000
"1956","Used BMW X1 sDrive20i 2018","bmw",2018,"120,000 KM","Automatic","Petrol","White","1998",980000
"1957","Used BMW 3-Series 325i 1987","bmw",1987,"19,999 KM","Automatic","Petrol","Red","2500",60000
"1958","Used BMW 525i 2002","bmw",2002,"300,000 KM","Automatic","Petrol","Silver","2800",180000
"1959","Used BMW 3 Series 316i 2006","bmw",2006,"300,000 KM","Automatic","Petrol","Red","1593",300000
"1960","Used BMW X1 sDrive20i 2020","bmw",2020,"61,000 KM","Automatic","Petrol","Black","1998",1050000
"1961","Used BMW 2 Series Convertible 2016","bmw",2016,"100,000 KM","N/A","N/A","White","N/A",900000
"1962","Used BMW X5 2018","bmw",2018,"74,000 KM","Automatic","Petrol","Blue","4400",1900000
"1963","Used BMW 8 Series Convertible 2002","bmw",2002,"300,000 KM","Automatic","Petrol","Black","N/A",220000
"1964","Used BMW i8 2000","bmw",2000,"320,000 KM","N/A","N/A","Black","N/A",155000
"1965","Used BMW 3 Series Sedan 2018","bmw",2018,"72,654 KM","Automatic","Petrol","Blue","1500",690000
"1966","Used BMW X3 xDrive 28i 2019","bmw",2019,"79,000 KM","Automatic","Petrol","Gray","1950",1699998
"1967","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"1968","Used BMW 3 Series 318i 2011","bmw",2011,"296,000 KM","Automatic","Petrol","Black","1600",230000
"1969","Used BMW X5 3.5 V6 AWD 2016","bmw",2016,"64,300 KM","Automatic","Petrol","Black","3500",1350000
"1970","Used BMW X5 3.5 V6 AWD 2017","bmw",2017,"64,000 KM","Automatic","Petrol","Black","4395",1350000
"1971","Used BMW 325i 2018","bmw",2018,"100,000 KM","Automatic","Petrol","White","2000",645000
"1972","Used BMW 3 Series Sedan 320i 2011","bmw",2011,"139,000 KM","Automatic","Petrol","Gray","2000",320000
"1973","Used BMW X3 M 2019","bmw",2019,"35,000 KM","Automatic","Petrol","White","3000",1400000
"1974","Used BMW 3 Series 316i 1994","bmw",1994,"200,000 KM","Automatic","Petrol","Blue","1600",95000
"1975","Used BMW 3 Series Sedan 318i 2003","bmw",2003,"220,000 KM","Automatic","Petrol","Black","1600",140000
"1976","Used BMW 3 Series 318i 2009","bmw",2009,"245,000 KM","Automatic","Petrol","Silver","2000",210000
"1977","Used BMW 5 Series Sedan 1982","bmw",1982,"1,000,000 KM","Manual","Petrol","Gray","1800",44999
"1978","Used BMW X5 3.5 V6 2011","bmw",2011,"90,000 KM","Automatic","Petrol","Beige","3500",600000
"1979","Used BMW 3 Series 2010","bmw",2010,"130,000 KM","Automatic","Petrol","Gray","N/A",240000
"1980","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"1981","Used BMW 525i 2007","bmw",2007,"195,000 KM","Automatic","Petrol","Black","2500",250000
"1982","New BMW 3 Series Sedan 2021","bmw",2021,"0 KM","Automatic","Petrol","Gray","3000",1750000
"1983","Used BMW X5 2018","bmw",2018,"22,999 KM","Automatic","Petrol","Silver","4400",1465000
"1984","Used BMW X3 2009","bmw",2009,"190,000 KM","Automatic","Petrol","Blue","3000",240000
"1985","Used BMW 5 Series 523i 2008","bmw",2008,"270,000 KM","Automatic","N/A","Black","0",240000
"1986","New BMW 5 Series Sedan 2021","bmw",2021,"12,999 KM","Automatic","Petrol","Black","1600",1170000
"1987","Used BMW 3 Series Sedan 2016","bmw",2016,"157,000 KM","N/A","Petrol","Silver","N/A",385000
"1988","Used BMW 7 Series 740Li 2007","bmw",2007,"113,000 KM","Automatic","Petrol","Black","3000",385000
"1989","Used BMW 7 Series 740i 2009","bmw",2009,"197,000 KM","Automatic","Petrol","Silver","4000",355000
"1990","Used BMW 525i 2008","bmw",2008,"184,000 KM","Automatic","N/A","Gray","N/A",295000
"1991","Used BMW 3 Series 318i 2009","bmw",2009,"245,000 KM","Automatic","Petrol","Gray","1995",215000
"1992","Used BMW 5 Series 523i 2009","bmw",2009,"135,000 KM","Automatic","Petrol","Gray","2500",350000
"1993","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"1994","Used BMW 3 Series 320i 2008","bmw",2008,"207,000 KM","Automatic","Petrol","Black","2000",230000
"1995","Used BMW 3 Series Sedan 316i 2011","bmw",2011,"70,000 KM","Manual","Petrol","Gray","1600",280000
"1996","Used BMW X3 xDrive 35i 2012","bmw",2012,"140,000 KM","CVT","Petrol","Black","3000",450000
"1997","Used BMW 3 Series 320i 2009","bmw",2009,"201,000 KM","Automatic","Petrol","Black","1997",215000
"1998","Used BMW 3 Series 320i 2013","bmw",2013,"180,000 KM","Automatic","Petrol","Brown","1997",395000
"1999","Used BMW X1 2.0 I-4 2016","bmw",2016,"49,000 KM","Automatic","Petrol","Gray","1500",520000
"2000","Used BMW X3 2014","bmw",2014,"81,000 KM","Automatic","N/A","Black","2000",540000
"2001","Used BMW 3 Series 2015","bmw",2015,"91,000 KM","Automatic","Petrol","Bronze","N/A",385000
"2002","Used BMW 1 Series 118i 2012","bmw",2012,"140,000 KM","Automatic","Petrol","Red","1600",340000
"2003","Used BMW 5 Series 2007","bmw",2007,"300,000 KM","Automatic","Petrol","Silver","2500",300000
"2004","Used BMW M3 3.0T 2000","bmw",2000,"162,000 KM","Automatic","Petrol","Blue","4000",195000
"2005","Used BMW 3 Series Sedan 320i 8 Speed Automatic Transmission 2013","bmw",2013,"135,000 KM","Automatic","Petrol","Gray","2000",465000
"2006","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"2007","Used BMW X5 3.5 V6 AWD 2017","bmw",2017,"710,000 KM","Automatic","Petrol","Black","5000",1000000
"2008","Used BMW 745Li 2009","bmw",2009,"197,000 KM","Automatic","Petrol","Silver","4000",360000
"2009","Used BMW M2 Competition 1998","bmw",1998,"100,000 KM","Manual","Petrol","Black","1600",105000
"2010","Used BMW 325i 2007","bmw",2007,"235 KM","Automatic","Petrol","Blue","N/A",225000
"2011","Used BMW 525i 2010","bmw",2010,"143,000 KM","Automatic","Petrol","Black","2700",330000
"2012","Used BMW 3 Series 2017","bmw",2017,"62,000 KM","Automatic","Petrol","Silver","1483",498000
"2013","Used BMW 3 Series 318i 2016","bmw",2016,"103,000 KM","Automatic","Petrol","Silver","1500",400000
"2014","Used BMW 2 Series Active Tourer 218i 2015","bmw",2015,"97,000 KM","Automatic","Petrol","Black","1500",390000
"2015","Used BMW i3 2016","bmw",2016,"26,000 KM","Automatic","Hybrid","Black","N/A",520000
"2016","Used BMW 3 Series Sedan 316i 2011","bmw",2011,"160,000 KM","Manual","Petrol","Red","1600",220000
"2017","Used BMW 3 Series 330i 2011","bmw",2011,"170,000 KM","N/A","N/A","Silver","0",300000
"2018","Used BMW X6 xDrive 35i 2010","bmw",2010,"97,000 KM","Automatic","Petrol","Silver","3000",750000
"2019","New Toyota Hilux 2023","bmw",2023,"0 KM","Manual","Diesel","White","2400",995000
"2020","Used Skoda Octavia 1.4 TSI Sport line 2015","skoda",2015,"100,000 KM","Automatic","Petrol","Black","1395",910000
"2021","Used Skoda Octavia Elegance 1.8 2016","skoda",2016,"24,500 KM","Automatic","Petrol","Silver","1600",1150000
"2022","Used Skoda Octavia Style 1.4 2020","skoda",2020,"107,000 KM","Automatic","Petrol","Silver","1395",1180000
"2023","New Toyota Hilux 2023","skoda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2024","Used Skoda Octavia Active 1.6 2003","skoda",2003,"235,000 KM","Manual","Petrol","Silver","1598",270000
"2025","Used Skoda Octavia 2.0T VRS 2022","skoda",2022,"55,000 KM","Automatic","Petrol","Blue","2000",2000000
"2026","Used Skoda Octavia Ambition 1.6 2016","skoda",2016,"257,000 KM","Automatic","Petrol","Tan","1598",692000
"2027","Used Skoda Roomster Automatic Tiptronic 1600 2008","skoda",2008,"173,000 KM","Automatic","Petrol","Black","1600",450000
"2028","Used Skoda Octavia Active 1.6 2005","skoda",2005,"131,000 KM","Manual","Petrol","Other","1598",410000
"2029","Used Skoda Octavia Ambition 1.6 2016","skoda",2016,"52,000 KM","Automatic","Petrol","Other","1600",1000000
"2030","Used Skoda Octavia Ambition 1.4 2021","skoda",2021,"89,000 KM","Automatic","Petrol","Silver","1400",1250000
"2031","Used Skoda Roomster Automatic Tiptronic 1600 2009","skoda",2009,"212,000 KM","Automatic","Petrol","Tan","1600",340000
"2032","Used Skoda Octavia Active 1.6 1998","skoda",1998,"222,000 KM","Manual","Petrol","Green","1600",170000
"2033","Used Skoda Octavia Fantasia Elegance A/T 1.6 2020","skoda",2020,"95,000 KM","Automatic","Petrol","Gray","1600",1120000
"2034","Used Skoda Octavia Fantasia A/T 1.6 2021","skoda",2021,"60,000 KM","CVT","Petrol","White","1600",1250000
"2035","Used Skoda Rapid 2015","skoda",2015,"140,000 KM","Automatic","Petrol","Blue","1600",330000
"2036","New Toyota Hilux 2023","skoda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2037","Used Skoda Octavia 2021","skoda",2021,"50,000 KM","Automatic","Petrol","Black","N/A",1650000
"2038","Used Skoda Octavia 2015","skoda",2015,"100,000 KM","N/A","N/A","Black","N/A",750000
"2039","Used Skoda Kodiaq 1.4T Full Option (AWD) 2021","skoda",2021,"75,000 KM","Automatic","Petrol","Silver","1395",1775000
"2040","Used Skoda Octavia Fantasia M/T 1.6 2021","skoda",2021,"60,000 KM","Manual","Petrol","White","1600",1280000
"2041","Used Skoda Octavia 2000","skoda",2000,"250,000 KM","Manual","Petrol","Silver","1600",160000
"2042","Used Skoda Octavia Fantasia 1.6L 2010","skoda",2010,"169,000 KM","Automatic","Petrol","Blue","1600",320000
"2043","Used Skoda Octavia Fantasia A/T 1.6 2010","skoda",2010,"227,000 KM","Automatic","Petrol","Gold","1600",325000
"2044","Used Skoda Superb 1.4 TSI Ambition 2022","skoda",2022,"51,000 KM","Automatic","Petrol","Gray","1395",1285000
"2045","Used Skoda Superb 1.4 TSI Ambition 2021","skoda",2021,"66,000 KM","Automatic","Petrol","Gray","1395",1065000
"2046","Used Skoda Fabia 1.6L Ambition 2011","skoda",2011,"124,000 KM","Automatic","Petrol","Blue","1598",280000
"2047","Used Skoda Superb 2019","skoda",2019,"53,000 KM","Automatic","Petrol","Black","1400",850000
"2048","New Skoda Kodiaq 2022","skoda",2022,"20 KM","Automatic","Petrol","White","1500",1650000
"2049","New Toyota Hilux 2023","skoda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2050","Used Skoda Octavia 2014","skoda",2014,"130,000 KM","Automatic","Petrol","White","1600",480000
"2051","Used Skoda Octavia 2014","skoda",2014,"130 KM","Automatic","Petrol","White","1400",480000
"2052","New Skoda Superb 1.4 TSI Ambition 2022","skoda",2022,"31 KM","Automatic","Petrol","Black","1395",1250000
"2053","Used Skoda Octavia Active 1.6 2008","skoda",2008,"260,000 KM","Automatic","Petrol","Black","1598",230000
"2054","Used Skoda Octavia 2016","skoda",2016,"117,000 KM","Automatic","Petrol","Silver","1600",600000
"2055","Used Skoda Kodiaq 1.4 TSI Style 7-seater 2020","skoda",2020,"60,000 KM","Automatic","Petrol","Black","1",1225000
"2056","Used Skoda Kodiaq 1.4 TSI Ambition 7-seater 2021","skoda",2021,"50,000 KM","Automatic","Petrol","Silver","1395",1200000
"2057","Used Skoda Kodiaq 1.4 TSI Active (5 seater) 2022","skoda",2022,"36,000 KM","Automatic","Petrol","Gray","1395",950000
"2058","Used Skoda Octavia 1999","skoda",1999,"200,000 KM","Manual","N/A","Other","N/A",88000
"2059","Used Skoda Roomster Automatic Tiptronic 1600 2008","skoda",2008,"156,000 KM","Automatic","Petrol","Black","1600",190000
"2060","Used Skoda Fabia 2003","skoda",2003,"130,000 KM","Manual","Petrol","Other","1200",93000
"2061","Used Skoda Kodiaq 1.4 TSI Style (7-seater) 2020","skoda",2020,"3,000 KM","Automatic","Petrol","Gray","1395",1050000
"2062","New Toyota Hilux 2023","skoda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2063","Used Skoda Roomster Manual 1600cc 2008","skoda",2008,"36,000 KM","Manual","Petrol","Silver","1600",188000
"2064","Used Skoda Octavia Active 1.6 2010","skoda",2010,"200,000 KM","Automatic","Petrol","Silver","1598",265000
"2065","Used Skoda Kodiaq 1.4 TSI Style 7-seater 2021","skoda",2021,"34,000 KM","Automatic","Petrol","Blue","1395",1200000
"2066","Used Skoda Octavia Active 1.6 2017","skoda",2017,"18,500 KM","Automatic","Petrol","Gray","1598",470000
"2067","Used Skoda Octavia Elegance 1.4 2004","skoda",2004,"400,000 KM","Automatic","Petrol","Black","1400",110000
"2068","Used Skoda Octavia 1998","skoda",1998,"200,000 KM","Manual","Petrol","White","1300",65000
"2069","Used Skoda Octavia Ambition 1.6 2006","skoda",2006,"180,000 KM","Automatic","Petrol","Gold","1598",155000
"2070","Used Skoda Roomster Automatic Tiptronic 1600 2008","skoda",2008,"120,000 KM","Automatic","Petrol","Silver","1600",170000
"2071","Used Skoda Octavia Active 1.6 2001","skoda",2001,"99,999 KM","Manual","Petrol","Gold","1600",107000
"2072","Used Skoda Octavia Active 1.6 2010","skoda",2010,"150 KM","Automatic","Hybrid","Black","1598",189997
"2073","Used Skoda Fabia 1996","skoda",1996,"199,000 KM","Manual","N/A","White","1300",53000
"2074","Used Skoda Octavia Fantasia A/T 1.6 2012","skoda",2012,"160,000 KM","Automatic","Petrol","Black","1600",225000
"2075","New Toyota Hilux 2023","skoda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2076","Used Skoda Octavia Active 1.6 2006","skoda",2006,"270,000 KM","Automatic","Petrol","Other","1598",150000
