"","X","Grupo","Fecha","Destino","Tarifa.min","Duración","Cantidad"
"1692",1692,"Educacion","M","America",0.063,15,0.13
"1693",1693,"Educacion","M","Europa",0.09,247,0.52
"1694",1694,"Asesores","M","Africa",0.496,0,0
"1695",1695,"Asesores","M","Asia",0.545,309,3.35
"1696",1696,"Educacion","M","Asia",0.015,0,0
"1697",1697,"Asesores","M","Europa",0.216,78,0.5
"1698",1698,"Asesores","M","Europa",0.216,0,0
"1699",1699,"Otros","M","Europa",0.09,0,0
"1700",1700,"Otros","M","Europa",0.09,0,0
"1701",1701,"Asesores","T","America",0.026,870,0.46
"1702",1702,"Asesores","T","America",0.026,148,0.15
"1703",1703,"Educacion","T","America",0.007,0,0
"1704",1704,"Educacion","T","America",0,0,0
"1705",1705,"Educacion","T","America",0.026,0,0
"1706",1706,"Otros","T","America",0.007,0,0
"1707",1707,"Otros","T","America",0.007,0,0
"1708",1708,"Otros","T","America",0.026,7,0.1
"1709",1709,"Otros","T","America",0.007,0,0
"1710",1710,"Asesores","T","America",0.026,56,0.1
"1711",1711,"Asesores","T","America",0.026,0,0
"1712",1712,"Otros","T","America",0.026,53,0.1
"1713",1713,"Otros","T","America",0.007,0,0
"1714",1714,"Asesores","T","America",0.026,0,0
"1715",1715,"Asesores","T","America",0.026,0,0
"1716",1716,"Asesores","T","Europa",0.09,0,0
"1717",1717,"Asesores","T","America",0.126,22,0.2
"1718",1718,"Asesores","T","America",0.026,8,0.1
"1719",1719,"Asesores","T","America",0.026,0,0
"1720",1720,"Asesores","T","America",0.026,0,0
"1721",1721,"Otros","T","America",0.026,50,0.1
"1722",1722,"Asesores","T","America",0.158,271,0.86
"1723",1723,"","T","Europa",0.067,3,0.14
"1724",1724,"Asesores","T","America",0.026,33,0.1
"1725",1725,"","T","Europa",0.067,3,0.14
"1726",1726,"","T","Europa",0.067,5,0.14
"1727",1727,"Asesores","T","America",0.026,21,0.1
"1728",1728,"Asesores","T","America",0.144,19,0.21
"1729",1729,"Asesores","T","America",0.026,588,0.33
"1730",1730,"Asesores","T","America",0.063,269,0.39
"1731",1731,"Asesores","T","America",0.126,21,0.2
"1732",1732,"Asesores","T","America",0.226,0,0
"1733",1733,"Asesores","T","America",0.126,24,0.2
"1734",1734,"Asesores","T","America",0.026,0,0
"1735",1735,"Asesores","T","America",0.026,0,0
"1736",1736,"Asesores","T","America",0.026,0,0
"1737",1737,"Asesores","T","America",0.026,0,0
"1738",1738,"Asesores","T","America",0.026,0,0
"1739",1739,"Asesores","T","America",0.063,0,0
"1740",1740,"Asesores","T","America",0.026,0,0
"1741",1741,"Asesores","T","America",0.063,20,0.13
"1742",1742,"Otros","T","America",0.026,306,0.23
"1743",1743,"Asesores","T","America",0.026,0,0
"1744",1744,"Asesores","T","America",0.026,0,0
"1745",1745,"","T","America",0.026,597,0.33
"1746",1746,"Asesores","T","America",0.026,0,0
"1747",1747,"Asesores","T","America",0.026,0,0
"1748",1748,"Asesores","T","America",0.026,0,0
"1749",1749,"Asesores","T","America",0.026,0,0
"1750",1750,"Asesores","T","America",0.026,0,0
"1751",1751,"Asesores","T","America",0.026,0,0
"1752",1752,"Asesores","T","America",0.026,0,0
"1753",1753,"Asesores","T","America",0.026,0,0
"1754",1754,"Educacion","T","America",0.026,0,0
"1755",1755,"Otros","T","America",0.026,0,0
"1756",1756,"Asesores","T","America",0.026,544,0.33
"1757",1757,"Asesores","T","Europa",0.021,4,0.06
"1758",1758,"Asesores","T","America",0.026,56,0.1
"1759",1759,"Asesores","T","America",0.026,0,0
"1760",1760,"","T","America",0.153,325,0.99
"1761",1761,"Asesores","T","America",0.026,57,0.1
"1762",1762,"Asesores","T","America",0.026,0,0
"1763",1763,"Asesores","T","America",0.007,0,0
"1764",1764,"Asesores","T","America",0.026,268,0.2
"1765",1765,"","T","America",0.026,0,0
"1766",1766,"Asesores","T","America",0.063,0,0
"1767",1767,"Asesores","T","America",0.026,6,0.1
"1768",1768,"Asesores","T","America",0.063,0,0
"1769",1769,"Asesores","T","America",0.026,621,0.36
"1770",1770,"Asesores","T","America",0.026,0,0
"1771",1771,"Asesores","T","America",0.158,0,0
"1772",1772,"Asesores","T","America",0.026,68,0.12
"1773",1773,"Educacion","T","Europa",0.09,209,0.43
"1774",1774,"Asesores","T","America",0.026,663,0.38
"1775",1775,"Asesores","T","America",0.026,755,0.41
"1776",1776,"Asesores","T","America",0.026,0,0
"1777",1777,"","T","America",0.026,352,0.23
"1778",1778,"Educacion","T","America",0.007,0,0
"1779",1779,"Asesores","T","America",0.026,236,0.17
"1780",1780,"Educacion","T","America",0.026,16,0.1
"1781",1781,"Asesores","T","America",0.063,21,0.13
"1782",1782,"Educacion","T","America",0.007,65,0.05
"1783",1783,"Asesores","T","America",0.026,0,0
"1784",1784,"Asesores","T","America",0.026,0,0
"1785",1785,"Asesores","T","America",0.026,30,0.1
"1786",1786,"Asesores","T","America",0.026,0,0
"1787",1787,"Asesores","T","America",0.158,31,0.23
"1788",1788,"Otros","T","Europa",0.09,0,0
"1789",1789,"Asesores","T","America",0.026,486,0.3
"1790",1790,"Asesores","T","America",0.026,139,0.15
"1791",1791,"Asesores","T","America",0.226,0,0
"1792",1792,"Asesores","T","America",0.026,0,0
"1793",1793,"Asesores","T","America",0.007,0,0
"1794",1794,"","T","America",0.063,43,0.13
"1795",1795,"Asesores","T","America",0.026,35,0.1
"1796",1796,"Asesores","T","America",0.026,0,0
"1797",1797,"Educacion","T","America",0.026,0,0
"1798",1798,"Asesores","T","America",0.111,43,0.18
"1799",1799,"Asesores","T","America",0.063,0,0
"1800",1800,"Asesores","T","America",0.026,0,0
"1801",1801,"Asesores","T","America",0.063,0,0
"1802",1802,"Educacion","T","America",0.126,248,0.7
"1803",1803,"Asesores","T","America",0.026,35,0.1
"1804",1804,"Educacion","T","America",0.084,0,0
"1805",1805,"Educacion","T","America",0.084,0,0
"1806",1806,"Asesores","T","America",0.357,406,2.57
"1807",1807,"Educacion","T","Europa",0,0,0
"1808",1808,"Asesores","T","America",0.026,0,0
"1809",1809,"Educacion","T","America",0.026,0,0
"1810",1810,"Asesores","T","America",0.026,0,0
"1811",1811,"Asesores","T","Europa",0.09,336,0.61
"1812",1812,"Otros","T","America",0.026,0,0
"1813",1813,"Otros","T","America",0.007,0,0
"1814",1814,"Educacion","T","Europa",0.067,4,0.14
"1815",1815,"Otros","T","America",0.026,206,0.17
"1816",1816,"Asesores","T","America",0.063,518,0.64
"1817",1817,"Asesores","T","America",0.063,27,0.13
"1818",1818,"Asesores","T","America",0.026,0,0
"1819",1819,"Asesores","T","America",0.026,348,0.23
"1820",1820,"Asesores","T","America",0.063,9,0.13
"1821",1821,"Educacion","T","America",0.026,141,0.15
"1822",1822,"Educacion","T","America",0.153,0,0
"1823",1823,"Asesores","T","America",0.063,432,0.57
"1824",1824,"Asesores","T","America",0.026,0,0
"1825",1825,"Educacion","T","America",0.226,101,0.52
"1826",1826,"Asesores","T","America",0.063,48,0.13
"1827",1827,"Asesores","T","Europa",0,0,0
"1828",1828,"Asesores","T","America",0.026,9,0.1
"1829",1829,"Asesores","T","America",0.026,0,0
"1830",1830,"Asesores","T","America",0.026,0,0
"1831",1831,"Otros","T","Africa",0.496,0,0
"1832",1832,"Educacion","T","Europa",0.021,0,0
"1833",1833,"Asesores","T","Europa",0.072,91,0.21
"1834",1834,"Asesores","T","Europa",0.021,5,0.06
"1835",1835,"Asesores","T","America",0.026,0,0
"1836",1836,"Asesores","T","America",0.063,0,0
"1837",1837,"Asesores","T","America",0.026,0,0
"1838",1838,"Asesores","T","America",0.026,0,0
"1839",1839,"Asesores","T","America",0.063,0,0
"1840",1840,"Asesores","T","Europa",0.072,462,0.65
"1841",1841,"Asesores","T","America",0.026,873,0.46
"1842",1842,"Asesores","T","America",0.026,0,0
"1843",1843,"Educacion","T","America",0.126,0,0
"1844",1844,"Asesores","T","America",0.226,0,0
"1845",1845,"Asesores","T","America",0.026,2,0.1
"1846",1846,"Asesores","T","America",0.063,70,0.2
"1847",1847,"Asesores","T","America",0.063,6,0.13
"1848",1848,"Asesores","T","America",0.026,0,0
"1849",1849,"Asesores","T","America",0.244,234,1.05
"1850",1850,"Educacion","T","America",0.086,93,0.24
"1851",1851,"Educacion","T","America",0.126,1,0
"1852",1852,"Educacion","T","Europa",0.09,0,0
"1853",1853,"Educacion","T","America",0.126,14,0.2
"1854",1854,"Educacion","T","America",0.026,146,0.15
"1855",1855,"Educacion","T","America",0.063,187,0.32
"1856",1856,"Educacion","T","America",0.126,116,0.32
"1857",1857,"Educacion","T","America",0.126,2,0.2
"1858",1858,"Educacion","T","America",0.026,0,0
"1859",1859,"Educacion","T","Europa",0.09,25,0.16
"1860",1860,"","T","America",0.114,1113,2.24
"1861",1861,"","T","America",0.158,0,0
"1862",1862,"Asesores","T","America",0.226,803,3.23
"1863",1863,"Asesores","T","Asia",0.09,0,0
"1864",1864,"Educacion","T","America",0.063,350,0.45
"1865",1865,"Educacion","T","America",0.063,1,0.13
"1866",1866,"Asesores","T","America",0.063,0,0
"1867",1867,"Educacion","T","America",0.158,201,0.7
"1868",1868,"Asesores","T","America",0,0,0
"1869",1869,"Educacion","M","America",0.026,48,0.07
"1870",1870,"Asesores","M","Europa",0.113,60,0.18
"1871",1871,"Asesores","M","Europa",0.113,5,0.18
"1872",1872,"Asesores","M","Europa",0.09,63,0.25
"1873",1873,"Educacion","M","Europa",0.09,151,0.34
"1874",1874,"Asesores","T","America",0.026,68,0.12
"1875",1875,"Asesores","T","America",0.026,222,0.17
"1876",1876,"Asesores","T","America",0.063,113,0.2
"1877",1877,"Asesores","T","America",0.021,0,0
"1878",1878,"Asesores","T","America",0.177,285,0.96
"1879",1879,"Asesores","T","America",0.063,84,0.2
"1880",1880,"Asesores","T","America",0.063,0,0
"1881",1881,"Asesores","T","America",0.063,0,0
"1882",1882,"Asesores","T","America",0,0,0
"1883",1883,"Asesores","T","America",0.063,188,0.32
"1884",1884,"Asesores","T","America",0.063,892,1.02
"1885",1885,"Asesores","T","America",0.026,0,0
"1886",1886,"Asesores","T","America",0.063,0,0
"1887",1887,"Asesores","T","America",0.026,0,0
"1888",1888,"Asesores","T","America",0.063,0,0
"1889",1889,"Asesores","T","America",0.086,27,0.16
"1890",1890,"Asesores","T","America",0.063,0,0
"1891",1891,"Asesores","T","America",0.021,667,0.29
"1892",1892,"Asesores","T","America",0.021,2,0.06
"1893",1893,"Asesores","T","America",0.04,127,0.19
"1894",1894,"Asesores","T","America",0.063,0,0
"1895",1895,"Asesores","T","America",0.026,0,0
"1896",1896,"Asesores","T","America",0.026,0,0
"1897",1897,"Asesores","T","America",0.026,19,0.1
"1898",1898,"Asesores","T","America",0.021,0,0
"1899",1899,"Asesores","T","America",0.226,442,1.88
"1900",1900,"Asesores","T","America",0.026,0,0
"1901",1901,"Asesores","T","Asia",0.545,0,0
"1902",1902,"Asesores","T","America",0.062,47,0.13
"1903",1903,"Asesores","T","America",0.063,0,0
"1904",1904,"Asesores","T","America",0.063,619,0.76
"1905",1905,"Asesores","T","America",0.026,743,0.41
"1906",1906,"Otros","T","America",0.007,0,0
"1907",1907,"Asesores","T","America",0.026,0,0
"1908",1908,"Otros","T","America",0.026,18,0.1
"1909",1909,"Otros","T","America",0.007,0,0
"1910",1910,"Asesores","T","America",0.026,0,0
"1911",1911,"Asesores","T","America",0.026,0,0
"1912",1912,"Asesores","T","America",0,0,0
"1913",1913,"Asesores","T","America",0.026,15,0.1
"1914",1914,"Asesores","T","America",0.026,58,0.1
"1915",1915,"Asesores","T","America",0.026,0,0
"1916",1916,"Otros","T","America",0.026,34,0.1
"1917",1917,"Asesores","T","America",0.193,83,0.46
"1918",1918,"Asesores","T","America",0.026,3,0.1
"1919",1919,"Asesores","T","America",0.026,0,0
"1920",1920,"Asesores","T","America",0.026,0,0
"1921",1921,"Otros","T","America",0.026,75,0.12
"1922",1922,"Otros","T","America",0.026,50,0.1
"1923",1923,"Asesores","T","America",0.026,61,0.12
"1924",1924,"Asesores","T","Europa",0.09,3,0.16
"1925",1925,"Otros","T","America",0.026,61,0.12
"1926",1926,"Asesores","T","America",0.026,86,0.12
"1927",1927,"Asesores","T","America",0.177,0,0
"1928",1928,"Otros","T","America",0.026,0,0
"1929",1929,"Asesores","T","America",0.026,44,0.1
"1930",1930,"Asesores","T","America",0.026,0,0
"1931",1931,"Asesores","T","America",0.193,872,2.97
"1932",1932,"Asesores","T","Europa",0,0,0
"1933",1933,"Otros","T","America",0.007,0,0
"1934",1934,"Asesores","T","America",0.063,242,0.39
"1935",1935,"Asesores","T","America",0.026,18,0.1
"1936",1936,"Educacion","T","Europa",0.09,23,0.16
"1937",1937,"Asesores","T","America",0.026,0,0
"1938",1938,"Asesores","T","America",0.026,0,0
"1939",1939,"Asesores","T","America",0.026,0,0
"1940",1940,"Asesores","T","America",0.026,0,0
"1941",1941,"Asesores","T","America",0.026,0,0
"1942",1942,"Asesores","T","America",0.026,7,0.1
"1943",1943,"Otros","T","America",0.026,0,0
"1944",1944,"Asesores","T","America",0.007,0,0
"1945",1945,"Educacion","T","America",0.126,1150,2.59
"1946",1946,"Otros","T","America",0.026,22,0.1
"1947",1947,"Otros","T","America",0.026,0,0
"1948",1948,"Asesores","T","America",0.063,89,0.2
"1949",1949,"Asesores","T","America",0.063,44,0.13
"1950",1950,"Asesores","T","America",0.026,24,0.1
"1951",1951,"Asesores","T","America",0.026,0,0
"1952",1952,"Asesores","T","America",0.026,0,0
"1953",1953,"Asesores","T","America",0.026,0,0
"1954",1954,"Asesores","T","America",0.026,0,0
"1955",1955,"Asesores","T","America",0.026,89,0.12
"1956",1956,"Asesores","T","America",0.153,39,0.22
"1957",1957,"Otros","T","America",0.026,123,0.15
"1958",1958,"Otros","T","America",0.007,0,0
"1959",1959,"Asesores","T","America",0.126,54,0.2
"1960",1960,"","T","America",0.026,0,0
"1961",1961,"","T","America",0.026,0,0
"1962",1962,"Asesores","T","America",0.063,26,0.13
"1963",1963,"Otros","T","America",0.026,57,0.1
"1964",1964,"Asesores","T","America",0.026,78,0.12
"1965",1965,"","T","America",0.126,134,0.45
"1966",1966,"","T","Europa",0,0,0
"1967",1967,"","T","America",0.063,4,0.13
"1968",1968,"","T","America",0.063,0,0
"1969",1969,"Asesores","T","America",0.226,360,1.43
"1970",1970,"Asesores","T","America",0.026,88,0.12
"1971",1971,"","T","America",0.026,0,0
"1972",1972,"Asesores","T","America",0.026,927,0.49
"1973",1973,"Educacion","T","Europa",0.09,158,0.34
"1974",1974,"Asesores","T","America",0.063,51,0.13
"1975",1975,"Asesores","T","America",0.026,230,0.17
"1976",1976,"Asesores","T","America",0.026,0,0
"1977",1977,"Asesores","T","America",0.026,0,0
"1978",1978,"Educacion","T","Europa",0.067,57,0.14
"1979",1979,"Asesores","T","America",0.026,38,0.1
"1980",1980,"Educacion","T","America",0.153,424,1.29
"1981",1981,"Educacion","T","America",0.021,127,0.1
"1982",1982,"Asesores","T","America",0.026,54,0.1
"1983",1983,"Educacion","T","Europa",0.09,52,0.16
"1984",1984,"Asesores","T","America",0.026,2,0.1
"1985",1985,"Asesores","T","America",0.026,5,0.1
"1986",1986,"Asesores","T","America",0.026,0,0
"1987",1987,"Educacion","T","America",0.086,59,0.16
"1988",1988,"Asesores","T","America",0.063,3,0.13
"1989",1989,"Asesores","T","America",0.063,0,0
"1990",1990,"","T","America",0.026,41,0.1
"1991",1991,"Educacion","T","America",0.026,205,0.17
"1992",1992,"","T","America",0.063,0,0
"1993",1993,"Asesores","T","America",0.026,39,0.1
"1994",1994,"Otros","T","America",0.026,26,0.1
"1995",1995,"Otros","T","America",0.026,0,0
"1996",1996,"Otros","T","America",0.026,1,0.1
"1997",1997,"Educacion","T","America",0,0,0
"1998",1998,"Otros","T","America",0.026,85,0.12
"1999",1999,"Educacion","T","America",0.026,37,0.1
"2000",2000,"Otros","T","America",0.026,0,0
"2001",2001,"Asesores","T","America",0.063,24,0.13
"2002",2002,"Asesores","T","America",0.063,0,0
"2003",2003,"Otros","T","America",0.026,168,0.15
"2004",2004,"Asesores","T","America",0.126,1,0
"2005",2005,"Educacion","T","America",0.142,0,0
"2006",2006,"Educacion","T","America",0.142,0,0
"2007",2007,"Educacion","T","America",0.021,0,0
"2008",2008,"Asesores","T","America",0.063,0,0
"2009",2009,"Asesores","T","America",0.063,62,0.2
"2010",2010,"Educacion","T","America",0.026,0,0
"2011",2011,"Educacion","T","America",0.026,26,0.1
"2012",2012,"Educacion","T","Europa",0.021,323,0.17
"2013",2013,"Educacion","M","Europa",0.09,122,0.34
"2014",2014,"Educacion","M","America",0.153,130,0.53
"2015",2015,"Educacion","M","America",0.153,91,0.38
"2016",2016,"Educacion","M","Europa",0.09,148,0.34
"2017",2017,"Asesores","M","Asia",0.352,0,0
"2018",2018,"Otros","M","Europa",0.09,0,0
"2019",2019,"Otros","T","Europa",0.074,1076,1.4
"2020",2020,"Otros","T","Europa",0.074,16,0.14
"2021",2021,"Otros","T","Europa",0.074,2,0.14
"2022",2022,"Asesores","T","America",0.063,71,0.2
"2023",2023,"Educacion","T","America",0.026,190,0.17
"2024",2024,"Educacion","T","America",0.026,210,0.17
"2025",2025,"Educacion","T","America",0.026,204,0.17
"2026",2026,"Asesores","T","Europa",0.09,3,0.16
"2027",2027,"Educacion","T","America",0.063,222,0.32
"2028",2028,"Otros","T","America",0.026,0,0
"2029",2029,"Asesores","T","America",0.021,156,0.1
"2030",2030,"Otros","T","America",0.026,0,0
"2031",2031,"Asesores","T","America",0.026,56,0.1
"2032",2032,"Otros","T","America",0.026,264,0.2
"2033",2033,"Otros","T","America",0.026,0,0
"2034",2034,"Asesores","T","America",0.063,146,0.26
"2035",2035,"Otros","T","America",0.026,0,0
"2036",2036,"Asesores","T","Asia",0.352,0,0
"2037",2037,"Asesores","T","America",0.026,65,0.12
"2038",2038,"Educacion","T","America",0.142,137,0.5
"2039",2039,"Educacion","T","America",0.084,0,0
"2040",2040,"Asesores","T","America",0.153,3,0.22
"2041",2041,"Educacion","T","America",0.084,0,0
"2042",2042,"Educacion","T","America",0.084,0,0
"2043",2043,"","T","America",0.026,0,0
"2044",2044,"Otros","T","America",0.026,43,0.1
"2045",2045,"Otros","T","America",0.007,0,0
"2046",2046,"Asesores","T","America",0.026,138,0.15
"2047",2047,"Otros","T","America",0.026,45,0.1
"2048",2048,"Otros","T","America",0.007,0,0
"2049",2049,"Asesores","T","America",0.026,178,0.15
"2050",2050,"Educacion","T","America",0.026,174,0.15
"2051",2051,"Asesores","T","America",0.026,51,0.1
"2052",2052,"Asesores","T","America",0.063,27,0.13
"2053",2053,"Asesores","T","America",0.026,104,0.12
"2054",2054,"Asesores","T","America",0.153,10,0.22
"2055",2055,"Asesores","T","America",0.026,106,0.12
"2056",2056,"Asesores","T","America",0.063,1,0
"2057",2057,"Asesores","T","America",0.026,50,0.1
"2058",2058,"Asesores","T","America",0.026,144,0.15
"2059",2059,"Asesores","T","America",0.026,6,0.1
"2060",2060,"Asesores","T","America",0.026,0,0
"2061",2061,"","T","America",0.026,238,0.17
"2062",2062,"Asesores","T","America",0.026,109,0.12
"2063",2063,"Otros","T","America",0.026,63,0.12
"2064",2064,"Asesores","T","America",0.226,70,0.52
"2065",2065,"Asesores","T","America",0.063,85,0.2
"2066",2066,"Asesores","T","America",0.063,74,0.2
"2067",2067,"Asesores","T","America",0.026,0,0
"2068",2068,"Asesores","T","America",0.026,0,0
"2069",2069,"Asesores","T","America",0.026,0,0
"2070",2070,"Asesores","T","America",0.026,0,0
"2071",2071,"Asesores","T","America",0.021,403,0.19
"2072",2072,"Asesores","T","America",0.026,0,0
"2073",2073,"","T","America",0.026,550,0.33
"2074",2074,"Asesores","T","America",0.026,0,0
"2075",2075,"Asesores","T","America",0.026,35,0.1
"2076",2076,"Asesores","T","America",0,0,0
"2077",2077,"Asesores","T","America",0,0,0
"2078",2078,"Asesores","T","America",0.026,0,0
"2079",2079,"Asesores","T","America",0.026,0,0
"2080",2080,"Asesores","T","America",0.007,0,0
"2081",2081,"Asesores","T","America",0.026,0,0
"2082",2082,"Otros","T","America",0.026,32,0.1
"2083",2083,"Asesores","T","America",0.026,0,0
"2084",2084,"Asesores","T","America",0.026,0,0
"2085",2085,"Asesores","T","America",0.026,101,0.12
"2086",2086,"Otros","T","America",0.026,97,0.12
"2087",2087,"Asesores","T","America",0.026,6,0.1
"2088",2088,"Asesores","T","America",0.026,62,0.12
"2089",2089,"Otros","T","America",0.026,185,0.17
"2090",2090,"Asesores","T","America",0.026,25,0.1
"2091",2091,"Asesores","T","America",0.026,0,0
"2092",2092,"Asesores","T","America",0.026,0,0
"2093",2093,"Asesores","T","America",0.026,34,0.1
"2094",2094,"Asesores","T","America",0.026,0,0
"2095",2095,"Educacion","T","America",0.084,55,0.15
"2096",2096,"Educacion","T","America",0.084,0,0
"2097",2097,"Asesores","T","America",0.026,0,0
"2098",2098,"Educacion","T","America",0.084,0,0
"2099",2099,"Educacion","T","America",0.084,0,0
"2100",2100,"Educacion","T","America",0.084,0,0
"2101",2101,"Educacion","T","America",0.084,0,0
"2102",2102,"Educacion","T","America",0.084,0,0
"2103",2103,"Asesores","T","America",0.026,0,0
"2104",2104,"Asesores","T","America",0.026,0,0
"2105",2105,"Asesores","T","America",0.026,0,0
"2106",2106,"Asesores","T","America",0.026,79,0.12
"2107",2107,"","T","Europa",0.021,0,0
"2108",2108,"Asesores","T","America",0.026,0,0
"2109",2109,"Asesores","T","America",0.026,0,0
"2110",2110,"Asesores","T","America",0.026,0,0
"2111",2111,"Otros","T","America",0.026,0,0
"2112",2112,"Asesores","T","America",0.026,0,0
"2113",2113,"Educacion","T","Europa",0.09,0,0
"2114",2114,"Otros","T","America",0.026,257,0.2
"2115",2115,"","T","America",0.063,264,0.39
"2116",2116,"Asesores","T","America",0.026,204,0.17
"2117",2117,"Asesores","T","America",0.026,41,0.1
"2118",2118,"Asesores","T","America",0.026,8,0.1
"2119",2119,"Asesores","T","America",0.026,0,0
"2120",2120,"","T","America",0.234,0,0
"2121",2121,"Asesores","T","America",0.026,0,0
"2122",2122,"Educacion","T","America",0.126,148,0.45
"2123",2123,"Asesores","T","America",0.026,0,0
"2124",2124,"Asesores","T","America",0.153,25,0.22
"2125",2125,"Educacion","T","America",0.226,171,0.75
"2126",2126,"Educacion","T","America",0.226,0,0
"2127",2127,"Otros","T","America",0.026,1082,0.56
"2128",2128,"Asesores","T","America",0.244,44,0.31
"2129",2129,"Educacion","T","America",0.126,0,0
"2130",2130,"Educacion","T","Europa",0.021,0,0
"2131",2131,"Educacion","T","America",0.026,28,0.1
"2132",2132,"Asesores","T","America",0.026,74,0.12
"2133",2133,"Educacion","T","America",0.126,0,0
"2134",2134,"Asesores","T","America",0.153,167,0.53
"2135",2135,"Asesores","T","America",0.063,26,0.13
"2136",2136,"Educacion","T","America",0.026,18,0.1
"2137",2137,"Educacion","T","America",0.026,0,0
"2138",2138,"Educacion","T","America",0.086,109,0.24
"2139",2139,"Otros","T","America",0.026,0,0
"2140",2140,"Otros","T","America",0.026,0,0
"2141",2141,"","T","America",0.126,6,0.2
"2142",2142,"","T","America",0.234,0,0
"2143",2143,"Otros","T","America",0.026,110,0.12
"2144",2144,"Otros","T","America",0.026,0,0
"2145",2145,"Otros","T","America",0.007,0,0
"2146",2146,"Educacion","T","America",0.063,0,0
"2147",2147,"Asesores","T","America",0.026,681,0.38
"2148",2148,"Asesores","T","America",0.026,0,0
"2149",2149,"Asesores","T","America",0.026,0,0
"2150",2150,"Asesores","T","America",0.026,0,0
"2151",2151,"Asesores","T","America",0.026,0,0
"2152",2152,"Asesores","T","America",0.026,0,0
"2153",2153,"Asesores","T","America",0.026,44,0.1
"2154",2154,"Asesores","T","America",0.026,2,0.1
"2155",2155,"Asesores","T","America",0.026,0,0
"2156",2156,"Asesores","T","America",0.026,0,0
"2157",2157,"Otros","T","America",0.026,45,0.1
"2158",2158,"Otros","T","America",0.007,0,0
"2159",2159,"Otros","T","America",0.007,0,0
"2160",2160,"Otros","T","America",0.026,0,0
"2161",2161,"Asesores","T","America",0.158,136,0.54
"2162",2162,"Asesores","T","America",0.063,0,0
"2163",2163,"Asesores","T","America",0.063,3,0.13
"2164",2164,"Asesores","T","America",0.063,0,0
"2165",2165,"Otros","T","America",0.026,0,0
"2166",2166,"Otros","T","America",0.026,0,0
"2167",2167,"Otros","T","America",0.026,34,0.1
"2168",2168,"Asesores","T","America",0.026,127,0.15
"2169",2169,"Educacion","T","America",0.086,76,0.24
"2170",2170,"Educacion","T","America",0.086,0,0
"2171",2171,"Asesores","T","America",0.026,206,0.17
"2172",2172,"Educacion","T","America",0.063,0,0
"2173",2173,"Asesores","T","America",0.026,0,0
"2174",2174,"Asesores","T","America",0.063,0,0
"2175",2175,"Educacion","T","America",0.126,0,0
"2176",2176,"Educacion","T","America",0.126,1,0
"2177",2177,"Asesores","T","America",0.063,0,0
"2178",2178,"Asesores","T","America",0.007,0,0
"2179",2179,"Asesores","T","America",0.026,0,0
"2180",2180,"Educacion","T","America",0.126,0,0
"2181",2181,"Educacion","T","America",0.153,44,0.22
"2182",2182,"Educacion","T","America",0.026,0,0
"2183",2183,"Educacion","T","America",0.026,0,0
"2184",2184,"Educacion","T","Europa",0.181,96,0.43
"2185",2185,"Educacion","T","Europa",0.181,12,0.25
"2186",2186,"Educacion","T","America",0.063,22,0.13
"2187",2187,"Educacion","T","America",0.18,0,0.18
"2188",2188,"Educacion","T","America",0.18,0,0.18
"2189",2189,"Educacion","T","America",0.18,0,0.18
"2190",2190,"Educacion","T","America",0.18,0,0.18
"2191",2191,"Educacion","T","America",0.18,0,0.18
"2192",2192,"Educacion","T","America",0.18,0,0.18
"2193",2193,"Asesores","T","America",0.135,0,0
"2194",2194,"Asesores","T","America",0,0,0
"2195",2195,"Asesores","T","America",0.026,22,0.1
"2196",2196,"Asesores","T","America",0.153,762,2.06
"2197",2197,"Asesores","T","America",0.063,0,0
"2198",2198,"Asesores","T","America",0.021,0,0
"2199",2199,"Asesores","T","America",0.021,0,0
"2200",2200,"Asesores","T","America",0.226,26,0.3
"2201",2201,"Asesores","T","America",0.026,44,0.1
"2202",2202,"Asesores","T","America",0.026,12,0.1
"2203",2203,"Asesores","T","America",0.142,28,0.21
"2204",2204,"Asesores","T","America",0.153,160,0.53
"2205",2205,"Asesores","T","America",0.063,0,0
"2206",2206,"Asesores","T","America",0.026,100,0.12
"2207",2207,"Asesores","T","America",0.113,0,0
"2208",2208,"Asesores","T","America",0.021,0,0
"2209",2209,"Asesores","T","America",0.021,77,0.08
"2210",2210,"Asesores","T","America",0.063,134,0.26
"2211",2211,"Asesores","T","America",0.026,3,0.1
"2212",2212,"Asesores","T","America",0.021,0,0
"2213",2213,"Asesores","T","America",0.021,132,0.1
"2214",2214,"Asesores","T","Europa",0,0,0
"2215",2215,"Asesores","T","America",0.153,0,0
"2216",2216,"Asesores","T","America",0.063,0,0
"2217",2217,"Asesores","T","America",0.063,0,0
"2218",2218,"Asesores","T","America",0.063,0,0
"2219",2219,"Asesores","T","America",0.04,0,0
"2220",2220,"Asesores","T","America",0.063,0,0
"2221",2221,"Asesores","T","America",0.063,95,0.2
"2222",2222,"Asesores","T","America",0.063,19,0.13
"2223",2223,"Asesores","T","America",0.063,0,0
"2224",2224,"Asesores","T","America",0.026,111,0.12
"2225",2225,"Asesores","T","America",0.063,0,0
"2226",2226,"Asesores","T","America",0.026,61,0.12
"2227",2227,"Asesores","T","America",0.026,641,0.36
"2228",2228,"Asesores","T","America",0.026,68,0.12
"2229",2229,"Asesores","T","America",0.026,0,0
"2230",2230,"Asesores","T","America",0.026,0,0
"2231",2231,"Asesores","T","America",0.153,628,1.75
